호선,호선명,GINR,DOCK,BATCH,년BATCH,선종,선형,연번,선주,선급1,선급2,선급3,국적,시리즈 대표호선,시리즈번호,계약일자,W/C일자,K/L일자,F/T일자,L/C일자,D/L일자,도면완료일,제작블럭수,탑재블럭수,W/C실적일자,K/L실적일자,L/C실적일자,D/L실적일자,선주도면승인기간,선급도면승인기간,계약인도일,대일정계획시 주요공정체크,탑재네트워크확정REVNO,탑재네트워크확정일자,일정재생성가부,공수재생성가부,중일정공수조정가부,D/L여부,설계대표호선,설계 시리즈 번호,건조 방식(T:Tandem S:straight),"FWD일정 생성시 신종선 연속선에 따라 POR발행계획일이 MP 생성일 기준 2주, 3주(2:2주 3:3주)",mp생성일(호선의 mp등록일 중 가장 빠른 날짜을 넣어줌[2005/12/20추가됨]),,,,출항 예정일,Load Out 일자 (육상건조),,"호선 건조구분(H: HMD, V: HVS, 1:신조, 2:개조, 3:수리, 4:기술수출)","계약정보(Y:계약, N:미계약,C:취소,D:보류,O:옵션)",E/R ACCESS HOLE FT전 위치,E/R ACCESS HOLE FT후 위치,조기K/L,조기 K/L BLOCK,"HVS자재대수수료(0:1.07, 1:1)",FT전 도크내호선위치(E/W)-STRAIGHT는 여기만 값 유지,FT후 도크내호선위치(E/W),가상W/C
041706,37K PRODUCT/CHEMICAL TANKER,N,2,29,07-3,CT   ,37K,2 ,LATVIAN,LR        ,,,MARSHALL ISLAND,041606,2 ,2004-02-17,2006-10-16,2007-01-18,2007-03-03,2007-04-13,2007-05-28,,0,0,2006-10-16,2007-01-18,2007-04-10,2007-05-21,0,0,2007-07-31,Y,R3,2006-11-25,Y,Y,Y,Y,041606,02,T,2,2005-04-21,290,1.7,20,2007-05-23,,N,H1,Y,,,,,N,,,
041806,37K PRODUCT/CHEMICAL TANKER,N,2,30,07-4,CT   ,37K,3 ,LATVIAN,LR        ,,,MARSHALL ISLAND,041606,3 ,2004-02-17,2006-11-24,2007-03-05,2007-04-13,2007-05-26,2007-07-23,,0,0,2006-11-24,2007-03-05,2007-05-23,2007-07-18,0,0,2007-09-30,Y,R3,2006-12-22,Y,Y,Y,Y,041606,03,T,2,2005-04-21,290,1.7,20,2007-07-19,,N,H1,Y,,,,,,,,
041906,37K PRODUCT/CHEMICAL TANKER,N,2,31,07-5,CT   ,37K,4 ,LATVIAN,LR        ,,,MARSHALL ISLAND,041606,4 ,2004-02-17,2007-01-08,2007-04-16,2007-05-26,2007-07-06,2007-08-28,,0,0,2007-01-08,2007-04-12,2007-07-06,2007-09-03,0,0,2007-11-30,Y,R4,2007-02-28,Y,Y,Y,Y,041606,04,T,2,2005-04-21,290,1.7,20,2007-09-04,,N,H1,Y,,,,,N,,,
042006,2824 TEU CONTAINER,N,3,37,05-5,CONT ,2824TEU,4 ,E.R.SCHIFFAHRT,GL        ,,,LIBERIA,036906,4 ,2004-02-26,2005-01-12,2005-04-18,2005-05-31,2005-07-17,2005-09-27,,0,0,2005-01-12,2005-04-19,2005-07-15,2005-09-12,0,0,2005-11-30,Y,R4,2005-04-22,Y,Y,Y,Y,036906,04,T,2,,290,1.75,20,2005-09-13,,N,H1,Y,,,,,N,,,
042106,2824 TEU CONTAINER,N,4,23,05-5,CONT ,2824TEU,6 ,E.R.SCHIFFAHRT,GL        ,,,LIBERIA,036906,6 ,2004-02-26,2005-06-17,2005-09-30,,2005-12-08,2006-01-27,,0,0,2005-06-17,2005-09-26,2005-12-07,2006-01-27,0,0,2006-02-28,Y,R6,2005-05-31,Y,Y,Y,Y,036906,06,S,2,2005-04-21,290,1.75,20,2006-01-27,,N,H1,Y,,,,,N,,,
042206,2824 TEU CONTAINER,N,4,24,06-1,CONT ,2824TEU,7 ,E.R.SCHIFFAHRT,GL        ,,,LIBERIA,036906,7 ,2004-02-26,2005-09-03,2005-12-10,,2006-02-23,2006-04-14,,0,0,2005-09-02,2005-12-09,2006-02-23,2006-04-07,0,0,2006-04-30,Y,R8,2005-09-26,Y,Y,Y,Y,036906,07,S,2,2005-06-27,290,1.75,20,2006-04-07,,N,H1,Y,,,,,N,,,
042306,2824 TEU CONTAINER,N,4,25,06-2,CONT ,2824TEU,8 ,E.R.SCHIFFAHRT,GL        ,,,LIBERIA,036906,8 ,2004-02-26,2005-11-18,2006-02-27,,2006-05-06,2006-06-20,,0,0,2005-11-18,2006-02-24,2006-05-01,2006-06-20,0,0,2006-07-31,Y,RA,2006-01-27,Y,Y,Y,Y,036906,08,S,2,2005-09-28,290,1.75,20,2006-06-20,,N,H1,Y,,,,,,,,
042406,2824 TEU CONTAINER,N,4,27,06-4,CONT ,2824TEU,9 ,E.R.SCHIFFAHRT,GL        ,,,LIBERIA,036906,9 ,2004-02-26,2006-04-12,2006-07-14,,2006-09-27,2006-11-22,,0,0,2006-04-12,2006-07-14,2006-09-27,2006-11-20,0,0,2006-12-20,Y,R5,2006-03-27,Y,Y,Y,Y,036906,09,S,2,2005-04-21,290,1.7,20,2006-11-20,,N,H1,Y,,,,,N,,,
042506,2824 TEU CONTAINER,N,3,44,06-5,CONT ,2824TEU,10,E.R.SCHIFFAHRT,GL        ,,,LIBERIA,036906,10,2004-02-26,2006-05-03,2006-08-11,,2006-10-25,2006-12-11,,0,0,2006-05-03,2006-08-11,2006-10-25,2006-12-11,0,0,2007-01-31,Y,R6,2006-07-10,Y,Y,Y,Y,036906,10,S,2,2005-04-21,290,1.7,20,2006-12-11,,N,H1,Y,,,,,,,,
042606,2824 TEU CONTAINER,N,4,28,06-5,CONT ,2824TEU,11,E.R.SCHIFFAHRT,GL        ,,,LIBERIA,036906,11,2004-02-26,2006-06-22,2006-09-29,,2006-12-11,2007-01-25,,0,0,2006-06-22,2006-09-29,2006-12-12,2007-01-25,0,0,2007-03-05,Y,R8,2006-09-26,Y,Y,Y,Y,036906,11,S,2,2005-04-20,290,1.7,20,2007-01-26,,N,H1,Y,,,,,N,,,
042706,2824 TEU CONTAINER,N,4,29,07-1,CONT ,2824TEU,12,E.R.SCHIFFAHRT,GL        ,,,LIBERIA,036906,12,2004-02-26,2006-09-07,2006-12-13,,2007-02-26,2007-04-10,,,,2006-09-07,2006-12-12,2007-02-24,2007-04-10,,,2007-05-31,Y,R7,2006-11-10,Y,Y,Y,Y,036906,12,S,2,2005-04-20,290,1.7,20,2007-04-11,,N,H1,Y,,,,,N,,,
043006,47K PRODUCT/CHEMICAL TANKER,N,1,2,05-1,CT   ,47K,1 ,OMI,ABS       ,,,MARSHALL ISLAND,043006,1 ,2004-03-12,2004-12-28,2005-04-04,,2005-06-11,2005-08-11,,0,0,2004-12-28,2005-04-04,2005-06-11,2005-07-28,0,0,2005-08-30,Y,R4,2005-04-07,Y,Y,Y,Y,043006,01,S,2,,290,1.75,20,2005-07-28,,N,H1,Y,,,,,N,,,
043106,OFFEN 2824 TEU CONTAINER ,N,3,43,06-4,CONT ,2824TEU,1 ,OFFEN,GL        ,,,LIBERIA,043106,1 ,2004-04-20,2006-02-21,2006-05-26,,2006-08-09,2006-09-25,,0,0,2006-02-21,2006-05-26,2006-08-09,2006-09-25,0,0,2006-10-30,Y,R6,2006-05-26,Y,Y,Y,Y,043106,01,S,2,2005-04-21,290,1.7,20,2006-09-25,,N,H1,Y,,,,,N,,,
043206,OFFEN 2824 TEU CONTAINER,N,1,8,06-4,CONT ,2824TEU,2 ,OFFEN,GL        ,,,LIBERIA,043106,2 ,2004-04-20,2006-03-20,2006-06-24,,2006-09-08,2006-10-23,,0,0,2006-03-20,2006-06-23,2006-09-08,2006-10-23,0,0,2006-11-30,Y,R3,2006-06-27,Y,Y,Y,Y,043106,02,S,2,2005-05-02,290,1.7,20,2006-10-23,,N,H1,Y,,,,,N,,,
043306,OFFEN 2824 TEU CONTAINER,N,2,26,06-8,CONT ,2824TEU,3 ,OFFEN,GL        ,,,LIBERIA,043106,3 ,2004-04-20,2006-05-27,2006-09-06,2006-10-20,2006-11-29,2007-01-15,,0,0,2006-05-26,2006-09-06,2006-11-29,2007-01-15,0,0,2007-02-28,Y,R4,2006-06-27,Y,Y,Y,Y,043106,03,T,2,2005-04-21,290,1.7,20,2007-01-15,,N,H1,Y,,,,,N,,,
043406,OFFEN 2824 TEU CONTAINER,N,3,45,07-1,CONT ,2824TEU,4 ,OFFEN,GL        ,,,LIBERIA,043106,4 ,2004-04-20,2006-07-13,2006-10-27,,2007-01-06,2007-02-22,,0,0,2006-07-13,2006-10-27,2007-01-06,2007-02-22,0,0,2007-03-31,Y,R5,2006-09-27,Y,Y,Y,Y,043106,04,S,2,2004-11-02,290,1.7,20,2007-02-22,,N,H1,Y,,,,,N,,,
043706,INTERORIENT 37K PRODUCT/CHEMICAL TANKER,N,1,4,05-3,CT   ,37K,1 ,INTERORIENT,DNV       ,,,CYPRUS,043706,1 ,2004-07-14,2005-06-23,2005-09-05,,2005-11-16,2006-01-16,,0,0,2005-06-23,2005-09-05,2005-11-15,2006-01-23,0,0,2006-04-30,Y,R6,2005-06-01,Y,Y,Y,Y,043706,01,S,2,2005-04-28,290,1.75,20,2006-01-24,,N,H1,Y,,,,,N,,,
043806,INTERORIENT 37K PRODUCT/CHEMICAL TANKER,N,3,40,06-1,CT   ,37K,2 ,INTERORIENT,DNV       ,,,CYPRUS,043706,2 ,2004-07-14,2005-07-14,2005-10-25,,2006-01-03,2006-02-27,,0,0,2005-07-14,2005-10-24,2006-01-03,2006-02-24,0,0,2006-06-30,Y,R5,2005-09-09,Y,Y,Y,Y,043706,02,S,2,2005-06-28,290,1.75,20,2006-02-25,,N,H1,Y,,,,,N,,,
043906,INTERORIENT 37K PRODUCT/CHEMICAL TANKER,N,2,21,06-3,CT   ,37K,3 ,INTERORIENT,DNV       ,,,CYPRUS,043706,3 ,2004-07-14,2005-10-18,2006-01-20,2006-03-07,2006-04-19,2006-06-08,,0,0,2005-10-18,2006-01-20,2006-04-18,2006-06-08,0,0,2006-09-30,Y,R7,2005-10-26,Y,Y,Y,Y,043706,03,T,2,2005-04-21,290,1.75,20,2006-06-09,,N,H1,Y,,,,,N,,,
044006,INTERORIENT 37K PRODUCT/CHEMICAL TANKER,N,2,23,06-5,CT   ,37K,4 ,INTERORIENT,DNV       ,,,CYPRUS,043706,4 ,2004-07-14,2006-01-13,2006-04-21,2006-06-05,2006-07-18,2006-09-06,,0,0,2006-01-13,2006-04-21,2006-07-18,2006-09-07,0,0,2006-11-30,Y,R5,2006-02-27,Y,Y,Y,Y,043706,04,T,2,2005-09-28,290,1.7,20,2006-09-08,,N,H1,Y,,,,,N,,,
044106,INTERORIENT 37K PRODUCT/CHEMICAL TANKER,N,2,25,06-7,CT   ,37K,5 ,INTERORIENT,DNV       ,,,CYPRUS,043706,5 ,2004-07-14,2006-04-14,2006-07-20,2006-09-04,2006-10-20,2006-12-07,,0,0,2006-04-14,2006-07-20,2006-10-20,2006-12-07,0,0,2007-02-28,Y,R7,2006-05-26,Y,Y,Y,Y,043706,05,T,2,2005-04-21,290,1.7,20,2006-12-08,,N,H1,Y,,,,,,,,
044206,BARCLAY 37K PRODUCT/CHEMICAL TANKER,N,3,39,05-7,CT   ,37K,1 ,BARCLAY,ABS       ,,,GREECE,044206,1 ,2004-07-15,2005-04-25,2005-07-19,2005-09-03,2005-10-23,2005-12-19,,0,0,2005-04-25,2005-07-18,2005-10-21,2006-01-04,0,0,2006-02-28,Y,R5,2005-05-31,Y,Y,Y,Y,044206,01,T,2,2005-02-18,290,1.75,20,2006-01-07,,N,H1,Y,,,,,N,,,
044306,BARCLAY 37K PRODUCT/CHEMICAL TANKER,N,1,4,05-3,CT   ,37K,2 ,BARCLAY,ABS       ,,,GREECE,044206,2 ,2004-07-15,2005-05-26,2005-08-29,,2005-11-16,2006-01-10,,0,0,2005-05-26,2005-08-29,2005-11-15,2006-01-10,0,0,2006-03-31,Y,R5,2005-05-31,Y,Y,Y,Y,044206,02,S,2,2005-04-28,290,1.75,20,2006-01-11,,N,H1,Y,,,,,N,,,
044406,BARCLAY 37K PRODUCT/CHEMICAL TANKER,N,1,5,06-1,CT   ,37K,4 ,BARCLAY,ABS       ,,,GREECE,044206,4 ,2004-07-15,2005-08-12,2005-11-18,,2006-02-01,2006-03-31,,0,0,2005-08-12,2005-11-17,2006-02-01,2006-03-29,0,0,2006-04-30,Y,R6,2005-11-11,Y,Y,Y,Y,044206,04,S,2,2005-06-27,290,1.75,20,2006-03-30,,N,H1,Y,,,,,N,,,
044506,47K PRODUCT/CHEMICAL TANK,N,3,41,06-2,CT   ,47K,1 ,BARCLAY,DNV       ,,,PANAMA,044506,1 ,2004-07-15,2005-09-29,2006-01-04,,2006-03-16,2006-05-22,,0,0,2005-09-29,2006-01-04,2006-03-15,2006-05-17,0,0,2006-06-30,Y,R5,2005-09-27,Y,Y,Y,Y,044506,01,S,2,2005-08-29,290,1.75,20,2006-05-18,,N,H1,Y,,,,,N,,,
044606,47K PRODUCT/CHEMICAL TANK,N,3,48,07-4,CT   ,47K,6 ,BARCLAY,DNV       ,,,PANAMA,044506,6 ,2004-07-15,2007-02-27,2007-05-31,,2007-08-10,2007-09-20,,0,0,2007-02-27,2007-05-31,2007-08-10,2007-09-20,0,0,2007-11-15,Y,R5,2007-04-26,Y,Y,Y,Y,044506,06,S,2,2005-04-21,290,1.7,20,2007-09-20,,N,H1,Y,,,,,N,,,
044706,47K PRODUCT/CHEMICAL TANK,N,3,48,07-4,CT   ,47K,7 ,BARCLAY,DNV       ,,,PANAMA,044506,7 ,2004-07-15,2007-02-27,2007-05-31,,2007-08-10,2007-09-28,,0,0,2007-02-27,2007-05-31,2007-08-10,2007-09-28,0,0,2007-11-15,Y,R6,2007-04-26,Y,Y,Y,Y,044506,07,S,2,2005-04-21,290,1.7,20,2007-09-28,,N,H1,Y,,,,,N,,,
044806,2824TEU CONTAINER,N,4,27,06-4,CONT ,2824TEU,1 ,HARTMANN,GL        ,,,LIBERIA,044806,1 ,2004-09-14,2006-04-12,2006-07-14,,2006-09-27,2006-11-17,,0,0,2006-04-12,2006-07-14,2006-09-27,2006-11-17,0,0,2006-12-15,Y,R2,2006-06-30,Y,Y,Y,Y,044806,01,S,2,2005-04-21,290,1.7,20,2006-11-17,,N,H1,Y,,,,,N,,,
044906,2824TEU CONTAINER,N,2,28,07-2,CONT ,2824TEU,2 ,HARTMANN,GL        ,,,LIBERIA,044806,2 ,2004-09-14,2006-08-28,2006-12-01,2007-01-16,2007-03-03,2007-04-17,,0,0,2006-08-28,2006-12-01,2007-03-02,2007-04-12,0,0,2007-05-31,Y,R6,2006-09-28,Y,Y,Y,Y,044806,02,T,2,2005-04-21,290,1.7,20,2007-04-13,,N,H1,Y,,,,,N,,,
045006,2824TEU CONTAINER,N,2,33,07-7,CONT ,2824TEU,3 ,HARTMANN,GL        ,,,LIBERIA,044806,3 ,2004-10-14,2007-04-05,2007-07-09,2007-08-25,2007-10-12,2007-11-21,,0,0,2007-04-05,2007-07-09,2007-10-12,2007-11-14,0,0,2007-12-31,Y,R6,2007-05-24,Y,Y,Y,Y,044806,03,T,2,2004-12-03,290,1.7,20,2007-11-14,,N,H1,Y,,,,,N,,,
045106,47K PRODUCT/CHEMICAL TANK,N,2,30,07-4,CT   ,47K,1 ,CIDO,KR        ,,,HONG KONG,045106,1 ,2004-09-13,2006-11-24,2007-03-05,2007-04-13,2007-05-26,2007-07-19,,0,0,2006-11-24,2007-03-05,2007-05-23,2007-07-12,0,0,2007-08-31,Y,R3,2007-01-27,Y,Y,Y,Y,045106,01,T,2,2005-04-21,290,1.7,20,2007-07-12,,N,H1,Y,,,,,N,,,
045206,47K PRODUCT/CHEMICAL TANK,N,1,12,07-3,CT   ,47K,3 ,CIDO,KR        ,,,HONG KONG,045106,3 ,2004-09-13,2007-01-15,2007-04-20,,2007-06-27,2007-08-27,,0,0,2007-01-15,2007-04-16,2007-06-22,2007-08-20,0,0,2007-09-30,Y,R4,2007-02-28,Y,Y,Y,Y,045106,03,S,3,2005-04-20,290,1.7,20,2007-08-20,,N,H1,Y,,,,,N,,,
045306,47K PRODUCT/CHEMICAL TANK,N,1,13,07-4,CT   ,47K,4 ,CIDO,KR        ,,,HONG KONG,045106,4 ,2004-09-13,2007-03-28,2007-06-25,,2007-09-07,2007-11-08,,0,0,2007-03-28,2007-06-25,2007-09-07,2007-11-05,0,0,2007-11-30,Y,R5,2007-05-24,Y,Y,Y,Y,045106,04,S,3,2005-04-20,290,1.7,20,2007-11-05,,N,H1,Y,,,,,N,,,
045406,47K PRODUCT/CHEMICAL TANK,N,3,49,07-5,CT   ,47K,5 ,CIDO,KR        ,,,HONG KONG,045106,5 ,2004-09-13,2007-05-04,2007-08-13,,2007-10-24,2007-12-13,,0,0,2007-04-26,2007-08-13,2007-10-24,2007-12-12,0,0,2007-12-31,Y,R6,2007-06-08,Y,Y,Y,Y,045106,05,S,3,2005-03-07,300,1.875,20,2007-12-13,,N,H1,Y,,,,,N,,,
045506,47K PRODUCT/CHEMICAL TANK,N,3,49,07-5,CT   ,47K,6 ,CIDO,KR        ,,,HONG KONG,045106,6 ,2004-11-04,2007-05-04,2007-08-13,,2007-10-24,2007-12-17,,0,0,2007-04-26,2007-08-13,2007-10-24,2007-12-17,0,0,2008-01-31,Y,R6,2007-06-08,Y,Y,Y,Y,045106,06,S,3,2005-04-21,300,1.875,20,2007-12-17,,N,H1,Y,,,,,N,,,
045606,47K PRODUCT/CHEMICAL TANK,N,1,14,07-5,CT   ,47K,7 ,CIDO,KR        ,,,HONG KONG,045106,7 ,2004-11-04,2007-06-07,2007-09-10,,2007-11-20,2008-01-11,,0,0,2007-05-25,2007-09-10,2007-11-20,2008-01-10,0,0,2008-02-28,Y,R6,2007-06-08,Y,Y,Y,Y,045106,07,S,3,2005-04-20,300,1.87,20,2008-01-11,,N,H1,Y,,,,,N,,,
045706,OFFEN 2824TEU CONTAINER,N,2,29,07-3,CONT ,2824TEU,5 ,OFFEN,GL        ,,,LIBERIA,043106,5 ,2004-09-28,2006-10-16,2007-01-18,2007-03-03,2007-04-13,2007-05-25,,0,0,2006-10-16,2007-01-18,2007-04-10,2007-05-23,0,0,2007-07-31,Y,R5,2006-10-26,Y,Y,Y,Y,043106,05,T,2,2005-04-21,290,1.7,20,2007-05-23,,N,H1,Y,,,,,N,,,
045806,OFFEN 2824TEU CONTAINER,N,2,32,07-6,CONT ,2824TEU,6 ,OFFEN,GL        ,,,LIBERIA,043106,6 ,2004-09-28,2007-02-16,2007-05-28,2007-07-06,2007-08-25,2007-10-15,,0,0,2007-02-16,2007-05-25,2007-08-25,2007-10-10,0,0,2007-11-15,Y,R7,2007-04-26,Y,Y,Y,Y,043106,06,T,2,2005-04-21,290,1.7,20,2007-10-10,,N,H1,Y,,,,,N,,,
046106,GEM 47K PRODUCT/CHEMICAL TANK,N,1,8,06-4,CT   ,47K,1 ,GEM,LR        ,,,BAHAMAS,046106,1 ,2004-10-19,2006-03-20,2006-06-24,,2006-09-08,2006-10-30,,0,0,2006-03-20,2006-06-23,2006-09-08,2006-11-08,0,0,2006-11-30,Y,R2,2006-08-07,Y,Y,Y,Y,046106,01,S,2,2005-04-21,290,1.7,20,2006-11-08,,N,H1,Y,,,,,N,,,
046206,GEM 47K PRODUCT/CHEMICAL TANK,N,1,9,06-5,CT   ,47K,2 ,GEM,LR        ,,,BAHAMAS,046106,2 ,2004-10-19,2006-06-02,2006-09-11,,2006-11-22,2007-01-22,,0,0,2006-06-02,2006-09-11,2006-11-22,2007-01-22,0,0,2007-03-31,Y,R3,2006-05-26,Y,Y,Y,Y,046106,02,S,2,2005-04-21,290,1.7,20,2007-01-22,,N,H1,Y,,,,,N,,,
046506,OFFEN 2824TEU CONTAINER,N,2,34,07-8,CONT ,2824TEU,7 ,OFFEN,GL        ,,,LIBERIA,043106,7 ,2004-09-28,2007-05-17,2007-08-27,2007-10-12,2007-11-17,2007-12-28,,0,0,2007-05-11,2007-08-27,2007-11-17,2007-12-28,0,0,2008-02-28,Y,RA,2007-08-22,Y,Y,Y,Y,043106,07,T,2,2005-04-21,290,1.7,20,2007-12-28,,N,H1,Y,,,,,N,,,
046606,OFFEN 2824TEU CONTAINER,N,2,36,08-1,CONT ,2824TEU,8 ,OFFEN,GL        ,,,LIBERIA,043106,8 ,2004-09-28,2007-08-08,2007-11-19,2007-12-29,2008-02-11,2008-03-25,,0,0,2007-08-08,2007-11-19,2008-02-11,2008-03-25,0,0,2008-04-30,Y,R8,2007-09-28,Y,Y,Y,Y,043106,08,T,2,2005-04-21,300,1.875,20,2008-03-25,,N,H1,Y,,,,,N,,,
046706,NCC 46K PRODUCT/CHEMICAL,N,1,12,07-3,CT   ,46K,7 ,NCC,DNV       ,,,PANAMA,035106,7 ,2004-10-19,2007-01-15,2007-04-20,,2007-06-27,2007-08-24,,0,0,2007-01-15,2007-04-16,2007-06-22,2007-08-24,0,0,2007-09-30,Y,R4,2007-02-28,Y,Y,Y,Y,035106,07,S,2,2005-06-23,290,1.7,20,2007-08-24,,N,H1,Y,,,,,N,,,
046806,NCC 46K PRODUCT/CHEMICAL,N,1,13,07-4,CT   ,46K,8 ,NCC,DNV       ,,,PANAMA,035106,8 ,2004-10-19,2007-03-28,2007-06-25,,2007-09-07,2007-11-05,,0,0,2007-03-28,2007-06-25,2007-09-07,2007-11-02,0,0,2007-12-10,Y,R7,2007-05-24,Y,Y,Y,Y,035106,08,S,2,2005-06-23,290,1.7,20,2007-11-02,,N,H1,Y,,,,,N,,,
046906,NCC 46K PRODUCT/CHEMICAL,N,1,14,07-5,CT   ,46K,9 ,NCC,DNV       ,,,PANAMA,035106,9 ,2004-10-19,2007-06-07,2007-09-10,,2007-11-20,2008-01-14,,0,0,2007-05-25,2007-09-10,2007-11-20,2008-01-15,0,0,2008-02-28,Y,R9,2007-06-25,Y,Y,Y,Y,035106,09,S,2,2005-04-20,300,1.87,20,2008-01-15,,N,H1,Y,,,,,N,,,
047006,NCC 46K PRODUCT/CHEMICAL,N,1,15,08-1,CT   ,46K,10,NCC,DNV       ,,,PANAMA,035106,10,2004-10-19,2007-08-09,2007-11-22,,2008-01-29,2008-03-19,,,,2007-08-09,2007-11-22,2008-01-29,2008-03-18,,,2008-04-30,Y,R9,2007-09-28,Y,Y,Y,Y,035106,10,S,2,2004-11-01,300,1.875,20,2008-03-19,,N,H1,Y,,,,,N,,,
047106,37K PRODUCT/CHEMICAL TANKER,N,1,9,06-5,CT   ,37K,1 ,GESCO,DNV       ,,,INDIA,047106,1 ,2004-10-18,2006-06-02,2006-09-11,,2006-11-22,2007-01-15,,0,0,2006-06-02,2006-09-11,2006-11-22,2007-01-15,0,0,2007-02-28,Y,R5,2006-05-26,Y,Y,Y,Y,047106,01,S,2,2005-06-20,290,1.7,20,2007-01-16,,N,H1,Y,,,,,N,,,
047306,GEM 37K PRODUCT/CHEMICAL ,N,1,11,07-2,CT   ,37K,1 ,GEM,LR        ,,,BAHAMAS,047306,1 ,2004-10-19,2006-11-03,2007-02-05,,2007-04-18,2007-06-14,,0,0,2006-11-03,2007-02-05,2007-04-14,2007-06-12,0,0,2007-07-31,Y,R4,2006-11-25,Y,Y,Y,Y,047306,01,S,2,2005-06-23,290,1.7,20,2007-06-13,,N,H1,Y,,,,,N,,,
047406,GEM 37K PRODUCT/CHEMICAL ,N,3,47,07-3,CT   ,37K,2 ,GEM,LR        ,,,BAHAMAS,047306,2 ,2004-10-19,2006-12-12,2007-03-22,,2007-05-29,2007-07-25,,0,0,2006-12-12,2007-03-19,2007-05-28,2007-07-11,0,0,2007-08-31,Y,R4,2006-12-18,Y,Y,Y,Y,047306,02,S,2,2005-04-21,290,1.7,20,2007-07-11,,N,H1,Y,,,,,N,,,
047506,GEM 37K PRODUCT/CHEMICAL ,N,3,48,07-4,CT   ,37K,3 ,GEM,LR        ,,,BAHAMAS,047306,3 ,2004-10-19,2007-02-27,2007-05-31,,2007-08-10,2007-10-08,,0,0,2007-02-27,2007-05-31,2007-08-10,2007-10-02,0,0,2007-11-30,Y,R6,2007-04-26,Y,Y,Y,Y,047306,03,S,2,2005-04-21,290,1.7,20,2007-10-02,,N,H1,Y,,,,,N,,,
047806,47K PRODUCT/CHEMICAL TANKER,N,3,50,08-1,CT   ,47K,8 ,CIDO,KR        ,,,HONG KONG,045106,8 ,2004-11-04,2007-06-27,2007-10-26,,2008-01-03,2008-02-25,,0,0,2007-06-27,2007-10-26,2008-01-03,2008-02-25,0,0,2008-03-31,Y,R5,2007-06-08,Y,Y,Y,Y,045106,08,S,3,2005-04-21,300,1.87,20,2008-02-25,,N,H1,Y,,,,,N,,,
047906,47K PRODUCT/CHEMICAL TANKER,N,1,15,08-1,CT   ,47K,10,CIDO,KR        ,,,HONG KONG,045106,10,2004-11-04,2007-08-09,2007-11-22,,2008-01-29,2008-03-25,,,,2007-08-09,2007-11-22,2008-01-29,2008-03-25,,,2008-04-30,Y,R8,2007-09-28,Y,Y,Y,Y,045106,10,S,3,2005-04-20,300,1.875,20,2008-03-25,,N,H1,Y,,,,,N,,,
048006,37K PRODUCT/CHEMICAL TANKER,N,1,10,07-1,CT   ,37K,2 ,GESCO,DNV       ,,,INDIA,047106,2 ,2004-10-18,2006-08-19,2006-11-24,,2007-02-03,2007-03-28,,0,0,2006-08-18,2006-11-24,2007-02-03,2007-03-19,0,0,2007-04-30,Y,R8,2006-09-27,Y,Y,Y,Y,047106,02,S,2,2005-04-21,290,1.7,20,2007-03-20,,N,H1,Y,,,,,N,,,
048106,2824TEU CONTAINER,N,2,35,07-9,CONT ,2824TEU,1 ,ORIX,NK        ,,,HONG KONG,048106,1 ,2004-12-28,2007-06-25,2007-10-15,2007-11-17,2007-12-29,2008-02-14,,0,0,2007-06-25,2007-10-15,2007-12-28,2008-02-14,0,0,2008-03-31,Y,R6,2007-10-26,Y,Y,Y,Y,048106,01,T,2,2005-06-23,300,1.87,20,2008-02-14,,N,H1,Y,,,,,N,,,
048206,2824TEU CONTAINER,N,2,38,08-3,CONT ,2824TEU,2 ,ORIX,NK        ,,,HONG KONG,048106,2 ,2005-02-21,2007-10-24,2008-02-13,2008-03-19,2008-04-29,2008-06-13,,0,0,2007-10-24,2008-02-13,2008-04-28,2008-06-13,0,0,2008-08-10,Y,R5,2007-10-26,Y,Y,Y,Y,048106,02,T,2,2005-04-21,300,1.875,20,2008-06-13,,N,H1,Y,,,,,N,,,
048306,2824TEU CONTAINER,N,2,37,08-2,CONT ,2824TEU,1 ,CIDO,KR        ,,,HONG KONG,048306,1 ,2004-12-21,2007-09-19,2007-12-31,2008-02-11,2008-03-19,2008-04-30,,0,0,2007-09-19,2007-12-31,2008-03-19,2008-04-30,0,0,2008-05-31,Y,R7,2007-12-05,Y,Y,Y,Y,048306,01,T,2,2005-06-23,300,1.875,20,2008-05-01,,N,H1,Y,,,,,N,,,
04C103,WALLENIUS(MIGNON) 7352UNIT PCTC,N,V,1,,PCTC ,7352UNIT,1 ,WALLENIUS LINE AB.,LR        ,,,SWEDEN,04C103,1 ,2004-09-17,2004-12-10,2005-01-10,2005-03-10,2005-04-12,2005-05-01,,0,0,2004-12-10,2005-01-10,2005-04-12,2005-05-01,0,0,2005-05-01,Y,R1,2004-10-25,Y,Y,Y,Y,04C103,01,T,2,2004-11-08,290,1.75,20,2005-05-01,,N,V2,Y,,,,,N,,,
04C203,WALLENIUS(ELEKTRA) 7352UNIT PCTC,N,V,2,,PCTC ,7352UNIT,2 ,WALLENIUS LINE AB.,LR        ,,,SWEDEN,04C103,2 ,2004-09-17,2005-02-10,2005-03-10,2005-05-10,2005-06-25,2005-07-10,,0,0,2005-02-10,2005-03-10,2005-06-25,2005-07-10,0,0,2005-07-10,Y,R0,2004-11-02,Y,Y,Y,Y,04C103,02,T,2,2004-11-02,290,1.75,20,2005-07-10,,N,V2,Y,,,,,N,,,
